site_id,element_symbol,percentage,quantity,earth_exists,earth_abundance_ppm,space_vs_earth_ratio,rarity_classification,site_temperature,site_pH,site_depth
DRILL_01_785f65,Al,19.092580073692776,54.634556259600856,True,82300.0,0.6638463701045061,abundant,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,Sm,17.26665382210426,49.40955942139196,True,7.05,7008.448144878293,abundant,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,Yb,16.334372340506693,46.74178037531593,True,3.2,14606.806367286228,abundant,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,Ti,14.581365780198949,41.72544758148108,True,5650.0,7.385034970173642,abundant,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,Po,10.814074739514957,30.945119647063233,False,,,abundant,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,I,10.582451067288417,30.28231469862398,True,0.45,67294.03266360884,abundant,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,He,5.346626890625859,15.299691635573428,True,0.008,1912461.4544466785,common,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,Ga,2.8983154754858043,8.29370254267967,True,19.0,436.51066014103526,uncommon,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,Eu,1.5323137753990326,4.384807231200352,True,2.0,2192.4036156001757,uncommon,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,Mg,1.1129443341723988,3.1847565705867082,True,23300.0,0.1366848313556527,uncommon,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,Ni,0.4028233938625385,1.1527031595373864,True,84.0,13.722656661159363,rare,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_01_785f65,N,0.035478307148301934,0.101523291268533,True,19.0,5.343331119396474,ultra_rare,-101.7921845359026,8.401777532585097,2.3665236597304284
DRILL_02_139c80,H,24.045541047739295,56.89629500991855,True,1400.0,40.640210721370394,abundant,-198.25341208639483,8.669138121017127,2.4562458802530527
DRILL_02_139c80,Cs,21.377444733241056,50.583074828131856,True,3.0,16861.02494271062,abundant,-198.25341208639483,8.669138121017127,2.4562458802530527
DRILL_02_139c80,N,17.703981473504683,41.89096642769692,True,19.0,2204.7877067208906,abundant,-198.25341208639483,8.669138121017127,2.4562458802530527
DRILL_02_139c80,Mg,16.287004176290182,38.538130317059554,True,23300.0,1.6539970093158607,abundant,-198.25341208639483,8.669138121017127,2.4562458802530527
DRILL_02_139c80,C,9.684162607611128,22.9145591506026,True,200.0,114.572795753013,common,-198.25341208639483,8.669138121017127,2.4562458802530527
DRILL_02_139c80,Kr,7.407066057339508,17.52651831454486,True,0.001,17526518.314544857,common,-198.25341208639483,8.669138121017127,2.4562458802530527
DRILL_02_139c80,Tc,3.3675831357073527,7.9683382120298,False,,,uncommon,-198.25341208639483,8.669138121017127,2.4562458802530527
DRILL_02_139c80,Pb,0.12721676856678696,0.30101891989928664,True,14.0,21.501351421377617,rare,-198.25341208639483,8.669138121017127,2.4562458802530527
DRILL_03_795e37,Pa,16.14614831120699,44.245013620585325,False,,,abundant,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,Nb,14.087772932472248,38.6044828318781,True,20.0,1930.224141593905,abundant,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,Rh,13.668264736882078,37.454911710017974,False,,,abundant,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,C,9.541461453117481,26.14630336700496,True,200.0,130.73151683502482,common,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,Dy,7.554787146965074,20.70225379919759,True,5.2,3981.202653691844,common,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,W,7.2562041898397895,19.884052036755378,True,1.25,15907.241629404301,common,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,As,6.503617464734514,17.821751526370345,True,1.8,9900.973070205748,common,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,Ba,6.226525689527845,17.062441681578346,True,425.0,40.14692160371375,common,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,Sn,5.835633267704467,15.991285874359944,True,2.3,6952.73298885215,common,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,P,5.226675721860314,14.322569943419838,True,1050.0,13.640542803256988,common,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,Mn,3.0095923929652026,8.247134477684057,True,950.0,8.681194187035848,uncommon,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,Pu,2.6380906417583416,7.229114592978184,False,,,uncommon,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_03_795e37,Pt,2.305226050965649,6.316971457069363,False,,,uncommon,67.88479885538031,8.038554355080791,7.261190402221612
DRILL_04_865ab4,Pb,20.131214284039984,65.14131454056768,True,14.0,4652.951038611977,abundant,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Se,17.458756592441862,56.4936788526018,True,0.05,1129873.577052036,abundant,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Pm,16.814380067128827,54.40858188201059,False,,,abundant,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Kr,13.166654262125274,42.60513820152355,True,0.001,42605138.20152355,abundant,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,La,6.264296475488703,20.270238115178802,False,,,common,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Cs,5.089267799102811,16.468037635731143,True,3.0,5489.345878577048,common,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Sc,4.770717897296873,15.43726229065627,True,22.0,701.6937404843759,uncommon,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Lu,4.743248620128631,15.348376205645632,True,0.8,19185.47025705704,uncommon,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Tl,4.406888778354999,14.259970809794142,True,0.85,16776.436246816636,uncommon,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Ho,2.5839150256563257,8.361126112786025,True,1.3,6431.635471373866,uncommon,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Ga,2.139551485507048,6.923238425992438,True,19.0,364.3809697890757,uncommon,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Ce,0.9701186686917194,3.1391452322389153,True,66.0,47.56280654907448,rare,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Tb,0.9586876877248021,3.1021564487424547,True,1.2,2585.130373952046,rare,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Eu,0.4149635055883294,1.3427539868678642,True,2.0,671.3769934339321,rare,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_04_865ab4,Ge,0.08733885072381686,0.2826142261633154,True,1.5,188.4094841088769,ultra_rare,2.1726325327733846,8.752410043366321,4.782432135151478
DRILL_05_cb9a50,Ge,12.646561194571508,43.260158845531855,True,1.5,28840.105897021236,abundant,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Ta,11.406459030005855,39.018134804496434,True,2.0,19509.067402248216,abundant,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Ac,10.917627058771245,37.345984691985144,False,,,abundant,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Ra,8.828469991463205,30.1995940491434,False,,,common,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Si,8.606256549039273,29.439467349958324,True,282000.0,0.10439527429063236,common,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Fe,7.752740044542053,26.519838923403757,True,56300.0,0.4710450963304397,common,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Os,6.101331087656326,20.870855559888614,False,,,common,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Ir,5.57747530451494,19.078899308526427,False,,,common,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Rh,5.574593874772972,19.06904278655006,False,,,common,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,C,4.641787963927822,15.8781886678404,True,200.0,79.390943339202,uncommon,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Ne,4.4786834139817335,15.320256070153253,True,0.005,3064051.2140306504,uncommon,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Y,3.818453660286414,13.061804655576942,True,33.0,395.8122622902104,uncommon,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Th,3.5808216664277985,12.248935635853476,True,9.6,1275.9307954014037,uncommon,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,S,3.526806909894891,12.064167072157337,True,350.0,34.46904877759239,uncommon,-237.48869845010157,8.243776955865858,4.367406705823138
DRILL_05_cb9a50,Tl,2.5419322501439674,8.695201108346362,True,0.85,10229.648362760427,uncommon,-237.48869845010157,8.243776955865858,4.367406705823138
